name,trimmed_mean_force_time,std_force_time,speedup,speedup_err,max_relative_energy_drift,status
aos-vs-soa-aos-O2,8.611269850720834,0.003666230786169994,1.0,0.0006020985743650069,3.6995307e-07,OK
aos-vs-soa-soa-O2,8.745337012166667,0.012337547728111683,0.9846698690674452,0.0014510096688861468,3.6995307e-07,OK
