name,trimmed_mean_force_time,std_force_time,speedup,speedup_err,max_relative_energy_drift,status
baseline,1.9528517203625,0.03216495433827184,1.0,0.023293173866703806,3.699530701e-07,OK
aos-vs-soa-soa,1.9163185365875,0.029920490723718197,1.0190642542340882,0.023127779251385278,3.6995307e-07,OK
