name,trimmed_mean_force_time,std_force_time,speedup,speedup_err,max_relative_energy_drift,status
baseline,1.9528517203625,0.03216495433827184,1.0,0.023293173866703806,3.699530701e-07,OK
blocking,1.9771232825958334,0.007646488310982666,0.9877237992961843,0.016711031254652512,3.699530701e-07,OK
