name,trimmed_mean_force_time,std_force_time,speedup,speedup_err,max_relative_energy_drift,status
baseline,1.9528517203625,0.03216495433827184,1.0,0.023293173866703806,3.699530701e-07,OK
newton3rd,1.1115498136541666,0.02068405195569083,1.756872878186713,0.0436594323918536,3.699530701e-07,OK
