name,trimmed_mean_force_time,std_force_time,speedup,speedup_err,max_relative_energy_drift,status
baseline,1.9528517203625,0.03216495433827184,1.0,0.023293173866703806,3.699530701e-07,OK
rsqrt-newton3rd,0.8138234147091665,0.02472652667526405,2.399601295645179,0.08293121922272077,3.078036939e-05,OK
