name,trimmed_mean_force_time,std_force_time,speedup,speedup_err,max_relative_energy_drift,status
baseline,1.9528517203625,0.03216495433827184,1.0,0.023293173866703806,3.699530701e-07,OK
aos-vs-soa-aos,9.971175348812501,0.016597025398320687,0.1958497019706981,0.003242223856499419,3.6995307e-07,OK
