name,trimmed_mean_force_time,std_force_time,speedup,speedup_err,max_relative_energy_drift,status
baseline,1.9528517203625,0.03216495433827184,1.0,0.023293173866703806,3.699530701e-07,OK
rsqrt,1.1846233982208332,0.015799182206760198,1.648500040853031,0.03493725022531715,3.07803694e-05,OK
